0 题目 答案 
0 猫狸子很像哪种非神奇生物 猫 
0 有记载的最古老的麻瓜史诗是 吉尔伽美什史诗 
0 机器人是什么东西什么人 代替人力的机器 
0 下列哪不是麻获取新闻的方式 猫头鹰 
0 如果麻瓜想要生火会用什么东西 火柴 
0 自动气囊是干什么的 碰撞事故中能拯救生命 
0 水上摩托能让麻瓜穿过什么 水 
0 记忆注销员对目赌了魔法现象的麻瓜使用的语是 遗忘咒 
0 在麻瓜世界中常见的视频文件格式 
0 第一部有声动画片是什么时候问世的 1928 
0 开罐器是什么东西什么人 用来打开罐头的设备 
0 哪位麻瓜科学家发明了电话 亚历山大格拉汉姆贝尔 
0 下列哪项不是一种麻瓜娱乐 根管治疗 
0 潜水艇是什么 一种水下的移动装置 
0 下列哪项不是麻瓜烹饪中会使用的东西 暖气炉 
0 下列哪项不是一种麻瓜的休闲活动 挖水沟 
0 由于空气中魔力过载，什么东西在霍格沃茨会出乱子 电器 
0 装着发动机的，能在雪地中驾驶的机车叫做 机动雪橇 
0 何种麻瓜技术能从视觉上模拟环境 VR 
0 如果想和麻瓜聊天，该回避下列哪项话题 昨晚的魁地奇比赛 
0 麦克风是什么东西 一种能放大传播记录声音的设备 
0 弹跳杆是用来千什么的 上下弹跳 
0 麻瓜去电影院做什么 看电影 
0 下列哪项不是现代麻瓜常用的书写工具 羽毛笔 
0 为什么印刷术被视为麻瓜最伟大的发明之一 他提升了识字率加快了信息的传播 
0 使用飞路网到达麻瓜场所的巫师可能会困进什么麻烦的家居用器里 电壁炉 
0 糖子是什么东西什么人 疏通管道的用具 
4 第一部手机何时问世的 266651973 
0 麻瓜在尽量使用更可持续的能源下列哪项不是可持续能源 天然气 
0 麻瓜想要照亮暗处可能会使用什么 手电筒 
0 开器是什么东西什么人 用来打开罐头的设备 
0 什么运动要用到球拍，门柱，还有球 板球 
0 篮球运动员通过把什么投到什么里得分 把球投到挂得很高的网里 
0 巫师的无线网络是利用什么麻瓜技术播报新闻的 收音机 
0 麻瓜看向霍格沃茨的时候，会看到什么 一堆破败的废城还立着危险标志 
0 化学是研究什么的学科 物质的结构和化学属性 
0 下列哪项巫师和麻瓜之间的互动是不合适的 巫师卖给麻瓜缩身钥匙 
0 国际巫师联合会保密法的第73条要求巫师管理机构担负隐藏和控制什么的责任 神奇动物、人类和幽灵 
0 麻瓜的占卜形式很原始下列哪项尤其受欢迎 占星术 
0 麻瓜用来求助的国际通用摩斯电码求助信号是什么 SOS 
0 巫师群体普遍反感麻瓜技术，但哪项是例外 汽车 
0 新买的麻瓜电器出故障是哪种神奇动物搞的鬼 毛螃蟹 
0 国际巫师联合会保密法第73条是何时加上的 1750 
0 国际巫师联合会保密法严禁巫师参加哪种麻瓜活动 运动 
0 下列哪项不是麻瓜的点心 吹宝超级泡泡糖 
0 躺椅是一种什么家具 椅子 
0 哪位著名的麻瓜哲学家创建了儒家学派 孔子 
0 下列哪项最好不要当着麻瓜的面穿 有着闪闪发亮的星星图案的袜 
0 麻瓜没有乘宇宙飞船登上过下列哪个星球 水星 
0 下列哪项不是麻瓜学校的一部分课程 算数占卜 
0 兽医是什么人什么东西 治疗生病或受伤动物的麻瓜 
0 游乐场不太可能会有以下哪项 鳄鱼窝 
0 水管工是什么东西什么人 安装或修理管道的麻瓜 
0 洗衣机是什么东西 清洗衣物的电器 
0 下列哪项不常见于麻瓜小说 弗洛伯毛虫 
0 哪种麻瓜运动里会全垒打 棒球 
0 你可能会在哪里找到一台自动售票机 火车站 
0 巫师们常常觉得麻瓜运动无聊甚至还很患蠢但哪项除外 橄榄球 
0 麻瓜拿真空吸尘器做什么用 清除灰尘和污垢 
0 下列哪项不是一种麻瓜教育机构 马戏团 
0 电池是什么 电能的来源 
0 下列哪项麻瓜物品不能在霍格沃茨正常运作 手机 
0 烤面包机里不该放进什么 汤 
0 麻瓜可能会用什么来修理碎掉的眼镜 透明胶 
0 麻瓜用什么邮寄信件 邮递员 
0 麻瓜需要电力，不是因为下面哪项原因 它能提供维生素和营养 
0 麻瓜花园里找不到以下哪种植物 曼德拉草 
0 下列哪种神奇生物麻瓜不认为是虚拟的 球遁鸟一角鲸 
0 麻瓜买汽车的主要原因是 为了出行 
0 下述哪项不是巫师给麻瓜汽车施魔法的目的 说话 
0 哪种神奇生物导致了1932年的伊尔福勒科姆事件，从而致使巫师们施下大范围的遗忘咒 普通威尔士绿龙 
0 第1部手机何时问世的 1973 
1 麻瓜发现了哪种几乎存在于所有有生命有机体内的物质含有基因信息 DNA 
0 麻瓜用留声机干什么 听音乐 
0 扩音器是什么东西什么人 放大声音的设备 
0 配镜师是什么东西什么人 提供眼睛和视力护理的麻瓜 
0 什么物质不能导电 橡胶 
0 下列哪项魔法发明，麻瓜技术里没有类似的 时间转换器 
0 高压锅是什么东西什么人 用气压来烹饪食物的用具 
0 麻瓜管他们的执法人员叫什么 警察 
0 下列哪项不是著名麻瓜艺术家达芬奇的作品 星空 
0 下列哪项不是常见的麻瓜业余活动 收集插头 
0 麻瓜什么时候开始使用蒸汽引擎 17世纪 
0 下列哪项不是常见的麻瓜运动员队伍吉祥物 霍克拉普 
0 下列哪项不是常见的麻瓜问候方式 日安 
0 对未成年巫师加以合理约束法哪一条规定了在一些特殊情况下也可以在麻瓜面前使用魔法 第七条 
0 电视是什么东西人 接受并播出广播信号的设备 
